Spatial scale (from center to edge) of the image below:
scale = 3.6011861253599995 in Earth diameters

Number of dots calculated: N = 3000 for 3 days of observation
Blurred image:
 0.06 0.00 0.15 -0.03 -0.03 0.01 0.18 -0.02 0.02 -0.06 -0.05 0.00 -0.00 0.05 0.11 -0.04 0.06 -0.23 -0.50 0.04 -0.02 0.16 0.34 0.19 0.08 0.13 0.53 -0.13 -0.26 0.01 0.04 -0.00 -0.26 -0.00 0.04 0.01 -0.26 -0.13 0.53 0.13 0.08 0.19 0.34 0.16 -0.02 0.04 -0.50 -0.23 0.06 -0.04 0.11 0.05 -0.00 0.00 -0.05 -0.06 0.02 -0.02 0.18 0.01 -0.03 -0.03 0.15 0.00
 -0.06 0.00 -0.13 0.03 0.02 -0.01 -0.17 0.02 -0.02 0.06 0.04 -0.00 -0.00 -0.05 -0.10 0.04 -0.05 0.21 0.45 -0.03 0.02 -0.15 -0.31 -0.17 -0.07 -0.12 -0.46 0.10 0.18 0.02 -0.06 0.00 0.26 0.01 -0.03 -0.03 0.35 0.16 -0.60 -0.14 -0.09 -0.21 -0.38 -0.18 0.02 -0.04 0.55 0.25 -0.06 0.04 -0.12 -0.06 0.00 -0.01 0.05 0.07 -0.02 0.02 -0.20 -0.02 0.04 0.03 -0.16 -0.01
 0.06 -0.01 0.12 -0.02 -0.01 0.00 0.15 -0.02 0.02 -0.05 -0.03 -0.00 0.00 0.04 0.09 -0.04 0.05 -0.19 -0.40 0.03 -0.02 0.13 0.28 0.16 0.06 0.12 0.39 -0.08 -0.10 -0.04 0.07 0.00 -0.26 -0.01 0.01 0.05 -0.44 -0.19 0.68 0.15 0.11 0.24 0.42 0.20 -0.03 0.04 -0.61 -0.28 0.07 -0.05 0.13 0.07 -0.01 0.01 -0.06 -0.07 0.02 -0.02 0.22 0.02 -0.05 -0.04 0.18 0.02
 -0.06 0.02 -0.11 0.02 -0.00 0.00 -0.13 0.02 -0.02 0.05 0.03 0.00 -0.00 -0.03 -0.09 0.03 -0.05 0.17 0.36 -0.02 0.01 -0.12 -0.25 -0.15 -0.05 -0.11 -0.33 0.06 0.03 0.06 -0.09 -0.01 0.26 0.01 0.00 -0.07 0.54 0.22 -0.76 -0.16 -0.12 -0.27 -0.47 -0.22 0.03 -0.05 0.67 0.31 -0.07 0.05 -0.15 -0.08 0.01 -0.01 0.07 0.08 -0.02 0.02 -0.24 -0.03 0.06 0.04 -0.19 -0.03
 0.06 -0.03 0.10 -0.01 0.01 -0.01 0.12 -0.01 0.02 -0.05 -0.02 -0.01 0.01 0.03 0.08 -0.03 0.04 -0.15 -0.32 0.02 -0.01 0.11 0.23 0.14 0.05 0.11 0.28 -0.03 0.05 -0.08 0.10 0.01 -0.27 -0.02 -0.02 0.10 -0.65 -0.26 0.86 0.17 0.14 0.31 0.52 0.24 -0.03 0.06 -0.75 -0.34 0.08 -0.06 0.16 0.09 -0.01 0.01 -0.08 -0.08 0.02 -0.02 0.27 0.04 -0.07 -0.04 0.21 0.04
 -0.06 0.04 -0.08 0.01 -0.02 0.01 -0.10 0.01 -0.02 0.04 0.02 0.01 -0.01 -0.02 -0.07 0.03 -0.04 0.14 0.29 -0.02 0.01 -0.10 -0.20 -0.13 -0.04 -0.11 -0.22 0.01 -0.12 0.10 -0.12 -0.02 0.28 0.02 0.03 -0.12 0.77 0.31 -0.97 -0.19 -0.16 -0.36 -0.58 -0.27 0.04 -0.06 0.83 0.37 -0.09 0.06 -0.18 -0.10 0.01 -0.02 0.09 0.09 -0.02 0.02 -0.29 -0.04 0.08 0.05 -0.23 -0.05
 0.06 -0.05 0.07 -0.01 0.03 -0.02 0.09 -0.01 0.02 -0.04 -0.01 -0.01 0.01 0.02 0.06 -0.03 0.04 -0.12 -0.26 0.01 -0.01 0.09 0.18 0.12 0.03 0.10 0.16 0.01 0.20 -0.12 0.14 0.02 -0.29 -0.02 -0.05 0.14 -0.91 -0.37 1.10 0.21 0.19 0.43 0.66 0.30 -0.04 0.07 -0.93 -0.41 0.10 -0.07 0.19 0.11 -0.02 0.02 -0.10 -0.10 0.02 -0.02 0.32 0.05 -0.09 -0.05 0.25 0.06
 -0.06 0.06 -0.06 0.00 -0.04 0.02 -0.08 0.01 -0.02 0.04 0.01 0.01 -0.01 -0.01 -0.06 0.03 -0.03 0.11 0.22 -0.01 0.01 -0.08 -0.16 -0.11 -0.02 -0.10 -0.11 -0.04 -0.27 0.15 -0.15 -0.03 0.30 0.02 0.07 -0.17 1.08 0.44 -1.25 -0.23 -0.23 -0.52 -0.76 -0.33 0.04 -0.08 1.05 0.46 -0.11 0.07 -0.21 -0.12 0.02 -0.02 0.11 0.11 -0.02 0.02 -0.35 -0.06 0.11 0.06 -0.28 -0.07
 0.07 -0.07 0.05 -0.00 0.06 -0.03 0.06 -0.01 0.02 -0.04 -0.00 -0.01 0.01 0.01 0.05 -0.02 0.03 -0.09 -0.19 0.01 -0.01 0.07 0.14 0.11 0.01 0.10 0.06 0.06 0.35 -0.17 0.17 0.03 -0.31 -0.02 -0.09 0.19 -1.29 -0.53 1.43 0.25 0.28 0.65 0.89 0.37 -0.05 0.08 -1.20 -0.52 0.12 -0.08 0.24 0.14 -0.02 0.03 -0.13 -0.12 0.03 -0.03 0.39 0.07 -0.12 -0.06 0.30 0.09
 -0.07 0.08 -0.04 -0.00 -0.07 0.03 -0.05 0.01 -0.02 0.03 -0.00 0.01 -0.01 -0.00 -0.04 0.02 -0.02 0.08 0.16 -0.01 0.01 -0.06 -0.12 -0.10 -0.00 -0.10 -0.00 -0.09 -0.43 0.19 -0.19 -0.04 0.33 0.02 0.11 -0.21 1.57 0.66 -1.66 -0.28 -0.36 -0.87 -1.06 -0.42 0.05 -0.09 1.40 0.59 -0.14 0.09 -0.27 -0.16 0.03 -0.03 0.14 0.13 -0.03 0.03 -0.43 -0.07 0.14 0.07 -0.33 -0.10
 0.07 -0.09 0.03 0.00 0.08 -0.04 0.04 -0.01 0.02 -0.03 0.01 -0.01 0.01 0.00 0.04 -0.02 0.02 -0.06 -0.14 0.01 -0.01 0.05 0.10 0.10 -0.01 0.10 -0.06 0.11 0.51 -0.22 0.21 0.05 -0.36 -0.02 -0.14 0.24 -1.98 -0.85 1.96 0.31 0.50 1.26 1.33 0.47 -0.05 0.10 -1.66 -0.68 0.15 -0.10 0.31 0.18 -0.03 0.03 -0.16 -0.14 0.03 -0.03 0.48 0.08 -0.15 -0.07 0.37 0.11
 -0.08 0.10 -0.02 -0.01 -0.09 0.04 -0.02 0.01 -0.02 0.03 -0.01 0.02 -0.01 0.00 -0.03 0.02 -0.02 0.05 0.11 -0.01 0.01 -0.05 -0.07 -0.10 0.02 -0.11 0.12 -0.15 -0.59 0.24 -0.22 -0.06 0.39 0.01 0.17 -0.26 2.63 1.20 -2.38 -0.32 -0.80 -2.12 -1.82 -0.52 0.03 -0.10 2.05 0.79 -0.18 0.12 -0.36 -0.20 0.03 -0.04 0.19 0.16 -0.03 0.03 -0.54 -0.09 0.17 0.08 -0.41 -0.12
 0.08 -0.12 0.02 0.01 0.10 -0.05 0.01 -0.01 0.03 -0.02 0.02 -0.02 0.01 -0.01 0.02 -0.01 0.01 -0.03 -0.09 0.01 -0.01 0.04 0.05 0.11 -0.03 0.12 -0.18 0.19 0.67 -0.25 0.23 0.09 -0.44 0.02 -0.22 0.28 -4.00 -2.02 3.10 0.19 1.92 5.61 3.35 0.46 0.06 0.08 -2.83 -0.96 0.23 -0.15 0.43 0.23 -0.03 0.04 -0.21 -0.19 0.04 -0.03 0.62 0.10 -0.18 -0.09 0.46 0.14
 -0.02 0.07 0.06 -0.07 -0.06 0.00 0.05 -0.04 0.02 -0.02 0.02 -0.02 0.02 -0.03 0.02 -0.03 0.03 -0.02 0.10 -0.04 0.05 -0.08 0.01 -0.15 0.09 -0.18 0.30 -0.29 -0.70 0.19 -0.14 -0.24 0.65 -0.26 0.58 -0.62 10.09 6.75 -4.64 -0.58 3.95 14.66 2.21 -0.49 -1.32 8.88 13.53 -0.01 0.46 -0.34 -0.12 -0.59 0.30 -0.26 0.43 0.06 0.09 -0.09 -0.59 -0.22 0.30 0.00 -0.43 -0.23
 0.10 -0.15 -0.01 0.02 0.12 -0.05 -0.03 0.01 0.01 -0.00 0.00 0.01 -0.01 0.02 -0.03 0.03 -0.04 0.04 -0.09 0.06 -0.08 0.10 -0.06 0.19 -0.15 0.23 -0.42 0.41 0.73 -0.12 0.04 0.41 -0.94 0.68 -1.57 7.46 13.38 2.36 4.59 1.33 -1.03 -3.66 1.06 1.53 -0.28 0.21 -1.38 -1.49 0.36 -0.25 0.66 0.33 -0.03 0.04 -0.28 -0.28 0.07 -0.04 0.83 0.12 -0.22 -0.10 0.58 0.17
 -0.10 0.15 0.02 -0.02 -0.14 0.07 0.03 0.01 -0.03 0.02 -0.03 0.03 -0.02 0.02 -0.01 0.01 -0.01 0.00 -0.00 0.01 0.00 -0.01 -0.01 -0.09 0.04 -0.11 0.35 -0.29 -1.05 0.39 -0.35 -0.08 0.54 -0.01 0.35 -1.18 -1.91 -1.16 -7.53 -2.41 0.90 2.08 -2.78 -2.48 0.49 -0.34 3.54 1.97 -0.38 0.22 -0.78 -0.51 0.12 -0.12 0.42 0.30 -0.04 0.00 -0.95 -0.17 0.27 0.09 -0.65 -0.20
 0.09 -0.16 -0.04 0.04 0.14 -0.07 -0.05 0.00 0.03 -0.02 0.04 -0.03 0.02 -0.03 0.00 -0.01 0.01 0.01 0.03 -0.02 0.01 -0.00 -0.00 0.08 -0.05 0.11 -0.41 0.34 1.20 -0.43 0.39 0.09 -0.61 0.04 -0.44 1.26 -0.82 2.35 24.43 7.86 -1.48 -0.84 9.16 6.02 -0.99 0.43 -7.00 -3.16 0.52 -0.27 1.09 0.79 -0.21 0.20 -0.59 -0.35 0.02 0.04 1.13 0.23 -0.32 -0.07 0.74 0.24
 -0.19 0.26 -0.03 0.03 -0.23 0.14 0.00 0.05 -0.08 0.06 -0.09 0.07 -0.07 0.07 -0.04 0.05 -0.04 0.01 -0.09 0.05 -0.04 0.04 -0.01 -0.05 0.02 -0.08 0.44 -0.35 -1.44 0.57 -0.54 0.05 0.49 0.22 0.08 -0.75 3.38 37.70 39.82 4.91 1.16 22.00 46.26 24.71 -1.25 10.20 27.52 10.13 -1.90 1.11 -2.49 -1.01 0.03 -0.05 0.63 0.71 -0.21 0.08 -1.60 -0.14 0.24 0.18 -0.99 -0.17
 0.02 -0.11 -0.13 0.11 0.12 -0.03 -0.12 0.04 -0.01 0.02 0.03 -0.01 0.01 -0.03 -0.01 -0.01 0.01 0.02 0.11 -0.05 0.04 -0.06 0.01 0.03 -0.00 0.05 -0.47 0.37 1.71 -0.70 0.69 -0.17 -0.42 -0.47 0.35 -0.37 4.98 10.47 -5.40 -2.30 -0.01 6.33 2.18 -3.88 1.69 11.16 28.56 12.42 -2.24 2.29 14.70 6.48 -1.62 1.18 -2.02 -0.56 -0.21 0.39 1.84 0.53 -0.57 0.08 0.98 0.41
